txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
606,942851,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:05 AM,df0ad9abaabe41527e,visabusiness,137169,EUR,1
607,909021,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:05 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,AUD,1
608,630121,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:06 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,AUD,1
609,716686,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:06 AM,df0ad9abaabe41527e,visabusiness,137169,GBP,1
610,839020,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:06 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,EUR,1
611,538778,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:06 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,GBP,1
612,544311,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:07 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,AUD,1
613,349586,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:07 AM,df0ad9abaabe41527e,visabusiness,137169,CNY,1
614,211360,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:07 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,USD,1
615,938621,FR,FR,mallory.heyer@yahoo.com,21/10/2016 03:07 AM,03b53e2c6bf44bd056,visaalphabankbonus,749957,GBP,1
616,291099,NI,NI,agatha.mcclendon@gmail.com,21/10/2016 03:14 AM,046b5335e7c262c381,electron,766883,CNY,0
617,638072,FR,FR,wilton.krejci@msn.com,21/10/2016 03:16 AM,56dbfb67dc8fe0a450,electron,944876,CAD,0
618,293688,US,US,teresa.hilgefort@gmail.com,21/10/2016 05:18 AM,0ce4344d48b7121341,mcpremiumdebit,480199,CNY,0
619,830406,UA,DE,rayford.vesey@gmail.com,21/10/2016 05:27 AM,08cf63f00fb9d51dc4,mcstandardcredit,749290,AUD,1
620,850345,FR,FR,daren.burk@gmail.com,21/10/2016 05:48 AM,54d51d1d95c5c2c8c9,visa,450925,GBP,0
621,823319,NO,UA,rodolfo.isabelle@msn.com,21/10/2016 06:31 AM,bd6e6667de8a96e252,mccorporatecredit,486715,USD,1
622,389934,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:32 AM,9fb295115ff160cd78,bcmc_mobile,828861,CNY,1
623,412382,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:32 AM,9fb295115ff160cd78,bcmc_mobile,828861,GBP,1
624,734206,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:32 AM,9fb295115ff160cd78,bcmc_mobile,828861,USD,1
625,143660,NO,UA,rodolfo.isabelle@msn.com,21/10/2016 06:32 AM,bd6e6667de8a96e252,mccorporatecredit,486715,SEK,1
626,933229,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:32 AM,9fb295115ff160cd78,bcmc_mobile,828861,USD,1
627,170159,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:33 AM,9fb295115ff160cd78,bcmc_mobile,828861,EUR,1
628,151746,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:34 AM,9fb295115ff160cd78,bcmc_mobile,828861,GBP,1
629,805445,NO,UA,rodolfo.isabelle@msn.com,21/10/2016 06:34 AM,bd6e6667de8a96e252,mccorporatecredit,486715,GBP,1
630,8116,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:34 AM,9fb295115ff160cd78,bcmc_mobile,828861,CNY,1
631,837744,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:34 AM,9fb295115ff160cd78,bcmc_mobile,828861,NOK,1
632,466143,NO,UA,rodolfo.isabelle@msn.com,21/10/2016 06:34 AM,bd6e6667de8a96e252,mccorporatecredit,486715,CAD,1
633,71814,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:35 AM,9fb295115ff160cd78,bcmc_mobile,828861,CAD,1
634,717810,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:35 AM,9fb295115ff160cd78,bcmc_mobile,828861,SEK,1
635,678751,NO,NO,rodolfo.isabelle@msn.com,21/10/2016 06:36 AM,9fb295115ff160cd78,bcmc_mobile,828861,GBP,1
636,25925,NO,UA,rodolfo.isabelle@msn.com,21/10/2016 06:36 AM,bd6e6667de8a96e252,mccorporatecredit,486715,CAD,1
637,584591,FI,FI,teresa.hilgefort@yahoo.com,21/10/2016 07:16 AM,9e43b8c02ea23b060d,visaproprietary,516477,USD,0
638,934821,CA,CA,kendra.kiss@msn.com,21/10/2016 07:33 AM,77f1b8a0baf0181e75,visacommercialdebit,166122,CNY,0
639,982986,BE,BE,herlinda.soltis@msn.com,21/10/2016 08:31 AM,6d64ec83e36dacc648,visaproprietary,628710,NOK,0
640,909821,NL,NL,lonna.amann@hotmail.com,21/10/2016 08:58 AM,eb70521735b1bfa140,visafleetcredit,627024,GBP,0
641,395189,CN,CN,trudie.iglesia@hotmail.com,21/10/2016 09:53 AM,cb7dc301ec0514955e,visaalphabankbonus,196357,USD,0
642,304407,RO,RO,brandee.solomon@hotmail.com,21/10/2016 10:09 AM,922c0e47038235dcc9,amex_samsungpay,394811,SEK,0
643,445558,AU,AU,elyse.manalo@gmail.com,21/10/2016 01:22 PM,fec052caf51c0727d8,mccorporatedebit,733921,SEK,0
644,68339,NI,BE,concepcion.waldeck@hotmail.com,21/10/2016 01:35 PM,7b96c640b3c1fffbd2,mccommercialcredit,829684,CNY,0
645,117294,SE,SE,misty.havlik@hotmail.com,21/10/2016 02:19 PM,b322cd806cde765122,amex_androidpay,226200,CAD,0
646,843381,NO,NO,kelley.pazos@hotmail.com,21/10/2016 03:33 PM,7251c11760878675d3,visaplatinum,309564,SEK,0
647,867624,FR,FR,arla.foronda@gmail.com,21/10/2016 04:01 PM,c451d340c4e338393c,visacorporatedebit,239569,SEK,0
648,959613,BE,BE,crissy.scoggins@gmail.com,21/10/2016 05:10 PM,cc976b25a30e754301,mcsuperpremiumcredit,180189,USD,0
649,941608,BE,BE,roosevelt.poor@msn.com,21/10/2016 05:34 PM,bdeef0853913034af8,bcmc,447641,AUD,0
650,659019,CN,CN,rayford.vesey@yahoo.com,21/10/2016 05:50 PM,447b36d8d48015215f,mc,175030,USD,0
651,978529,DE,NL,leah.gillette@gmail.com,21/10/2016 05:52 PM,2f9e3225203a2c8713,mc_applepay,847152,AUD,0
652,313706,RO,RO,douglass.moffit@yahoo.com,21/10/2016 06:17 PM,09064f5ebf77920bbe,mcsuperpremiumcredit,459884,AUD,0
653,566720,NO,NO,chantel.albus@hotmail.com,21/10/2016 06:26 PM,0ffc951fa0ace0d40c,visagold,608793,NOK,0
654,196004,CA,CA,gaynelle.beausoleil@hotmail.com,21/10/2016 07:03 PM,8206373753ec1f115f,visacommercialdebit,670944,CAD,0
655,910054,BE,BE,bertha.desir@yahoo.com,21/10/2016 07:26 PM,fa9bc2b00cad338507,visabusiness,605864,CAD,0
656,954190,CN,CN,lieselotte.crichton@msn.com,21/10/2016 08:07 PM,5042f81352e5d48491,vpay,722926,AUD,0
657,60162,UA,BE,annamarie.ogle@aol.com,21/10/2016 08:08 PM,b60c120dddc4e9bdaa,mc_samsungpay,806384,AUD,1
658,557725,UA,UA,phil.moreau@yahoo.com,21/10/2016 08:37 PM,2945646d9666449953,visacommercialpremiumcredit,242412,CAD,0
659,907312,NI,NI,sydney.rusek@gmail.com,21/10/2016 08:40 PM,7eb24701696c96759f,mc_applepay,674090,CNY,0
660,871371,NL,NL,adolfo.spurlock@yahoo.com,21/10/2016 09:26 PM,f5396b66ed177a8ccc,visasignature,750884,GBP,0
661,412857,NI,NI,deirdre.jahns@yahoo.com,21/10/2016 09:47 PM,5f8273fa6fa345cb31,maestrouk,168847,GBP,0
662,454417,CA,CA,annika.locust@yahoo.com,21/10/2016 10:18 PM,9a831588503570733d,mcstandarddebit,295128,SEK,0
663,867450,DE,DE,misty.havlik@yahoo.com,21/10/2016 11:19 PM,ebc7ef20646171e289,visa,767093,SEK,0
664,693536,BE,GB,mallory.heyer@gmail.com,22/10/2016 01:38 AM,9e8237a0b30393f8da,amex_applepay,735308,SEK,1
665,240974,US,US,albert.wike@gmail.com,22/10/2016 03:25 AM,1da71bad4ed5992b35,visacommercialsuperpremiumcredit,305770,CNY,1
666,509196,DE,DE,leah.gillette@gmail.com,22/10/2016 04:20 AM,a032066f3417aa1479,electron,906755,NOK,0
667,342180,RO,RO,crissy.scoggins@gmail.com,22/10/2016 04:26 AM,89947925b103c2da58,visacredit,121375,SEK,0
668,274117,NO,NO,deirdre.jahns@hotmail.com,22/10/2016 05:04 AM,3accc719c21630b5c7,visaalphabankbonus,195634,NOK,0
669,777613,AU,AU,annalisa.anger@aol.com,22/10/2016 05:58 AM,6514d70632bebb0116,maestrouk,409370,NOK,0
670,446060,FR,FR,bryce.riffel@yahoo.com,22/10/2016 06:32 AM,514acd819f7d5a9177,mcstandardcredit,958837,SEK,0
671,489900,FR,FR,bryce.riffel@yahoo.com,22/10/2016 07:10 AM,514acd819f7d5a9177,mcstandardcredit,958837,EUR,0
672,131529,CA,NI,gaynelle.beausoleil@hotmail.com,22/10/2016 07:11 AM,c56a55432a26ec2f36,visaproprietary,771344,NOK,0
673,115661,UA,UA,deirdre.jahns@gmail.com,22/10/2016 07:17 AM,d8a80acf03288ca21b,visacommercialpremiumcredit,354378,CAD,1
674,866548,DE,DE,wanda.pakele@aol.com,22/10/2016 07:46 AM,5f032c37277d0e3c6c,mccommercialcredit,515894,CNY,0
675,497347,UA,UA,cruz.oquinn@gmail.com,22/10/2016 08:15 AM,ac1c5a40e72eae5d0f,mcpurchasingcredit,357052,NOK,0
676,559183,DE,DE,phil.moreau@aol.com,22/10/2016 09:44 AM,0ab374a3bb4d72db35,travelmoney,194596,CAD,0
677,26601,CA,CA,ann.fandel@hotmail.com,22/10/2016 10:34 AM,b325b6be0bf0282d62,travelmoney,671995,SEK,0
678,866406,CN,CN,conchita.brodeur@msn.com,22/10/2016 11:46 AM,f95976382c24c7046f,visagold,217985,CNY,0
679,240154,AU,AU,lissette.walrath@gmail.com,22/10/2016 12:09 PM,bc81313c9958d70df8,mcstandarddebit,246998,USD,0
680,523705,CA,CA,ann.fandel@hotmail.com,22/10/2016 12:25 PM,9204378f8589549348,visacorporatedebit,237267,EUR,0
681,65067,CN,CN,pearl.letts@hotmail.com,22/10/2016 01:30 PM,2048f8ba4f6089fd4f,visasuperpremiumcredit,237360,SEK,0
682,101011,NO,NO,kelley.pazos@hotmail.com,22/10/2016 01:32 PM,4058a733b3fa86b72b,mccommercialcredit,380600,SEK,0
683,171796,CN,CN,noma.moxley@yahoo.com,22/10/2016 02:53 PM,47dfc61e93d21c4d05,mcpro,719623,USD,0
684,820447,SE,SE,zoraida.durocher@aol.com,22/10/2016 04:35 PM,8143052645368c819f,visacommercialpremiumcredit,677692,AUD,0
685,805274,FI,FI,adolfo.spurlock@msn.com,22/10/2016 04:35 PM,b6fc6b7229bdb23b86,visahipotecario,101004,EUR,1
686,731165,BE,BE,machelle.eastham@hotmail.com,22/10/2016 08:55 PM,80aad31d58ab7887ac,mcdebit,265154,NOK,0
687,63854,DE,DE,misty.havlik@yahoo.com,22/10/2016 09:47 PM,bf99fe0aae4c0c3627,electron,174267,CNY,0
688,873435,CA,CA,lashay.creager@msn.com,22/10/2016 10:25 PM,c63dee94c3409c605a,visastandardcredit,212133,EUR,0
689,427760,NL,NL,ermelinda.dumont@gmail.com,22/10/2016 11:56 PM,fddf3dd1424e4571c9,mcsuperpremiumcredit,912984,SEK,0
690,997401,DE,DE,natasha.trader@aol.com,22/10/2016 11:59 PM,12df29607dfce406ee,visacommercialdebit,494660,USD,1
691,359003,FR,DE,daren.burk@aol.com,23/10/2016 12:33 AM,e1cd21b0f729fe30bf,visapremiumcredit,246490,CAD,0
692,971599,UA,UA,douglass.moffit@hotmail.com,23/10/2016 01:17 AM,3689e66a6100a404c3,mccorporatecredit,570893,SEK,1
693,376558,US,US,lawanna.dauber@msn.com,23/10/2016 03:31 AM,a950bb959a61c167c8,vpay,914557,EUR,0
694,488697,FR,FR,noma.moxley@msn.com,23/10/2016 05:37 AM,f8d858b61c4120d60c,mcstandarddebit,465935,GBP,0
695,225290,BE,BE,margarete.wadlow@yahoo.com,23/10/2016 06:11 AM,b09a6bd97fdc26b6b7,visadebit,260261,SEK,0
696,660722,SE,BE,bernadette.schildgen@yahoo.com,23/10/2016 07:35 AM,3781ce7ba5ae3cf9f2,mc_samsungpay,613375,NOK,0
697,6118,SE,SE,ivy.rickenbacker@gmail.com,23/10/2016 07:45 AM,50e960fa6e9a0985f0,visaproprietary,550950,SEK,0
698,247852,AU,AU,johnny.digiovanni@aol.com,23/10/2016 08:14 AM,8aa24b26e451d15fb9,visastandardcredit,129072,CAD,0
699,556336,BE,CA,jill.reza@yahoo.com,23/10/2016 08:19 AM,f07456eb28ce5337c4,visacorporatedebit,157140,EUR,0
700,895609,NO,NO,wanda.pakele@hotmail.com,23/10/2016 10:50 AM,e301589518dc2b1346,mcstandarddebit,474819,GBP,0
701,735624,GB,CA,hoa.duffer@hotmail.com,23/10/2016 01:39 PM,c2d17a45fd2a65e668,mccorporatedebit,280742,CAD,0
702,117403,NO,NO,conchita.brodeur@hotmail.com,23/10/2016 01:44 PM,39ead09789084a32ae,mccommercialpremiumdebit,663535,SEK,0
703,359069,UA,UA,bryce.riffel@aol.com,23/10/2016 02:16 PM,4939383e2fdba30302,mcatm,570959,EUR,0
704,292659,RO,RO,rebecka.sedlak@gmail.com,23/10/2016 03:02 PM,822c41b9eb4423fc2f,visasuperpremiumdebit,375210,AUD,0
705,166783,DE,DE,lorina.bechtel@aol.com,23/10/2016 03:20 PM,9f9d9e192ebc8471eb,amex_samsungpay,988745,USD,0
706,907224,UA,UA,bryce.riffel@aol.com,23/10/2016 03:44 PM,a3a96fd80ff04f69a0,visasuperpremiumdebit,983418,AUD,0
707,78629,FI,FI,minh.admire@hotmail.com,23/10/2016 05:25 PM,1b4b3c45de3ab212b0,mc_androidpay,768269,GBP,0
708,448131,RO,RO,dorcas.cameron@msn.com,23/10/2016 06:18 PM,d139a94896d1bdd959,mc_androidpay,740143,NOK,0
709,6321,CN,BE,trudie.iglesia@hotmail.com,23/10/2016 06:35 PM,b96995f0373ebefecd,visaalphabankbonus,274722,CAD,0
710,279902,BE,BE,randell.schwartzman@gmail.com,23/10/2016 06:56 PM,505ca6a38dc4c9da60,visa_applepay,336555,USD,0
711,124712,RO,RO,brandee.solomon@hotmail.com,23/10/2016 07:23 PM,922c0e47038235dcc9,amex_samsungpay,394811,CAD,0
712,478743,SE,SE,georgianne.patricia@hotmail.com,23/10/2016 07:32 PM,2118251f1da9d0faf2,visacommercialcredit,527667,CNY,0
713,435265,NI,NI,johnny.digiovanni@msn.com,23/10/2016 08:13 PM,585cd2a0bf2f74e0e0,visapurchasingcredit,560902,CAD,0
714,940309,NI,NI,elyse.manalo@gmail.com,23/10/2016 08:49 PM,28ff64cda034addb66,cirrus,859045,GBP,0
715,126456,US,US,annamarie.ogle@msn.com,24/10/2016 12:34 AM,00fd049d20934fc8c4,visaalphabankbonus,325395,CAD,0
716,155110,GB,GB,annalisa.anger@hotmail.com,24/10/2016 01:21 AM,8702ec34b105076821,mccommercialpremiumcredit,561814,SEK,0
717,846229,BE,BE,judy.minix@aol.com,24/10/2016 01:27 AM,14654a21e7a4e4920a,visacorporatecredit,510567,USD,0
718,263152,CA,CA,shonda.nordstrom@msn.com,24/10/2016 01:48 AM,b70dc56cebaba01889,visaplatinum,138105,CNY,0
719,605516,NI,NI,roosevelt.poor@aol.com,24/10/2016 01:56 AM,e499d5f3890e683702,mcpro,308893,AUD,0
720,995527,DE,DE,concepcion.waldeck@msn.com,24/10/2016 01:56 AM,b5f7fe128ff5f60145,mc,105247,CNY,0
721,168848,BE,BE,trinity.steadman@yahoo.com,24/10/2016 02:13 AM,3306bae5aeffadc604,visa_applepay,398431,SEK,0
722,803479,RO,RO,douglass.moffit@yahoo.com,24/10/2016 02:49 AM,09064f5ebf77920bbe,mcsuperpremiumcredit,459884,GBP,0
723,746013,NL,NL,fernando.canney@hotmail.com,24/10/2016 03:25 AM,ab6373fb25eb9ce919,travelmoney,528612,GBP,0
724,82271,BE,BE,louvenia.regnier@gmail.com,24/10/2016 04:28 AM,756a44a292f6c99511,visa_samsungpay,687521,CAD,0
725,736622,FR,FR,conchita.brodeur@yahoo.com,24/10/2016 04:40 AM,2c360950ac63e8003a,mc_samsungpay,942125,CAD,0
726,928599,BE,RO,fernando.canney@gmail.com,24/10/2016 05:49 AM,2e171606a0167b2688,"bijcard, mccommercialdebit",649732,CAD,0
727,558425,NI,RO,pearl.letts@aol.com,24/10/2016 05:55 AM,3e816f9a90ef4abb45,mcpro,910718,AUD,1
728,537279,BE,BE,dorcas.cameron@gmail.com,24/10/2016 06:15 AM,2536181a66f44f9ded,mc_applepay,770017,NOK,0
729,793010,CN,CN,marta.nathaniel@hotmail.com,24/10/2016 06:51 AM,e714a3c7af95043bd9,visa_applepay,942776,SEK,0
730,605765,FR,NO,bryce.riffel@yahoo.com,24/10/2016 07:34 AM,dec6c748168e35b915,mcdebit,960629,GBP,0
731,879704,CA,CA,hoa.duffer@gmail.com,24/10/2016 08:15 AM,117ecfdf05a37e99be,vpay,516448,GBP,0
732,820083,CA,CA,kendra.kiss@msn.com,24/10/2016 08:48 AM,ebe97f9010a17c1924,mcalphabankbonus,318865,USD,0
733,535874,US,GB,shonda.nordstrom@yahoo.com,24/10/2016 09:54 AM,4b4d51052746c2662d,electron,437468,AUD,0
734,237092,NL,NL,rebecka.sedlak@hotmail.com,24/10/2016 10:02 AM,cbf8bc8e5a0a59b3d2,visapurchasingdebit,557168,GBP,0
735,630445,SE,SE,barbara.cullins@yahoo.com,24/10/2016 12:36 PM,89e84d06aa25640205,mcstandarddebit,799488,AUD,0
736,135841,FR,DE,daren.burk@aol.com,24/10/2016 01:05 PM,e1cd21b0f729fe30bf,visapremiumcredit,246490,USD,0
737,121518,UA,UA,dewey.pogue@yahoo.com,24/10/2016 01:53 PM,f87136fb0aee72cc99,jcb,468038,GBP,0
738,807952,FI,FI,elyse.manalo@yahoo.com,24/10/2016 02:15 PM,5079d44aa2535ff930,visadankort,626467,SEK,0
739,228777,UA,UA,katharine.fahey@msn.com,24/10/2016 03:43 PM,3adaff22e97acb4b42,visasaraivacard,170556,SEK,0
740,889742,AU,AU,angelyn.deason@yahoo.com,24/10/2016 05:20 PM,8af08617e8c76a03af,visadebit,544945,GBP,0
741,866755,BE,BE,louvenia.regnier@gmail.com,24/10/2016 06:41 PM,c26c89d6d0600ea746,cirrus,332896,GBP,0
742,784393,NL,NL,trinity.steadman@msn.com,24/10/2016 07:07 PM,03f62d539ac9751f38,visacredit,191470,NOK,0
743,605847,AU,AU,magaret.franchi@yahoo.com,24/10/2016 07:57 PM,3e6f4457354a43a629,visapurchasing,539260,GBP,0
744,913991,US,US,shonda.nordstrom@yahoo.com,24/10/2016 08:18 PM,956c1ac3ad682057d8,visafleetdebit,711470,CNY,0
745,901999,AU,AU,lieselotte.crichton@gmail.com,24/10/2016 08:47 PM,5b6b106296d5679805,visahipotecario,676502,AUD,0
746,433427,US,US,amado.shoulders@gmail.com,24/10/2016 09:37 PM,8aac0ae74ec2eaa37b,visacommercialpremiumcredit,366857,USD,0
747,798107,DE,DE,natasha.trader@aol.com,24/10/2016 09:39 PM,12df29607dfce406ee,visacommercialdebit,494660,SEK,1
748,755671,DE,RO,natasha.trader@aol.com,24/10/2016 09:39 PM,40dc9410ea038660e1,mccommercialpremiumdebit,850060,GBP,1
749,84538,DE,RO,natasha.trader@aol.com,24/10/2016 09:39 PM,40dc9410ea038660e1,mccommercialpremiumdebit,850060,SEK,1
750,872779,DE,DE,natasha.trader@aol.com,24/10/2016 09:40 PM,61db71f0bfcf87ddc4,visapurchasing,906260,CNY,1
751,143554,DE,DE,natasha.trader@aol.com,24/10/2016 09:40 PM,12df29607dfce406ee,visacommercialdebit,494660,USD,1
752,513923,DE,RO,natasha.trader@aol.com,24/10/2016 09:40 PM,40dc9410ea038660e1,mccommercialpremiumdebit,850060,CNY,1
753,387057,DE,DE,natasha.trader@aol.com,24/10/2016 09:40 PM,61db71f0bfcf87ddc4,visapurchasing,906260,NOK,1
754,888307,DE,DE,natasha.trader@aol.com,24/10/2016 09:40 PM,12df29607dfce406ee,visacommercialdebit,494660,AUD,1
755,453439,DE,DE,natasha.trader@aol.com,24/10/2016 09:40 PM,61db71f0bfcf87ddc4,visapurchasing,906260,GBP,1
756,132595,DE,DE,natasha.trader@aol.com,24/10/2016 09:41 PM,61db71f0bfcf87ddc4,visapurchasing,906260,GBP,1
757,351571,DE,RO,natasha.trader@aol.com,24/10/2016 09:41 PM,40dc9410ea038660e1,mccommercialpremiumdebit,850060,USD,1
758,660394,DE,DE,natasha.trader@aol.com,24/10/2016 09:41 PM,61db71f0bfcf87ddc4,visapurchasing,906260,CNY,1
759,162013,DE,DE,natasha.trader@aol.com,24/10/2016 09:42 PM,61db71f0bfcf87ddc4,visapurchasing,906260,NOK,1
760,143820,DE,DE,natasha.trader@aol.com,24/10/2016 09:42 PM,12df29607dfce406ee,visacommercialdebit,494660,SEK,1
761,147759,DE,DE,natasha.trader@aol.com,24/10/2016 09:43 PM,12df29607dfce406ee,visacommercialdebit,494660,SEK,1
762,611239,DE,DE,natasha.trader@aol.com,24/10/2016 09:43 PM,61db71f0bfcf87ddc4,visapurchasing,906260,CAD,1
763,145651,DE,DE,natasha.trader@aol.com,24/10/2016 09:43 PM,61db71f0bfcf87ddc4,visapurchasing,906260,AUD,1
764,898804,DE,RO,natasha.trader@aol.com,24/10/2016 09:43 PM,40dc9410ea038660e1,mccommercialpremiumdebit,850060,GBP,1
765,723619,DE,DE,natasha.trader@aol.com,24/10/2016 09:43 PM,12df29607dfce406ee,visacommercialdebit,494660,USD,1
766,617520,DE,DE,natasha.trader@aol.com,24/10/2016 09:43 PM,12df29607dfce406ee,visacommercialdebit,494660,SEK,1
767,871886,CN,CN,noma.moxley@yahoo.com,24/10/2016 10:04 PM,090a10bbde0df41dd4,visasaraivacard,401839,USD,0
768,667909,US,GB,shonda.nordstrom@yahoo.com,24/10/2016 10:43 PM,4b4d51052746c2662d,electron,437468,GBP,0
769,385555,US,US,ester.hooker@hotmail.com,24/10/2016 10:50 PM,15a8f9cffd9c970306,bcmc_mobile,184417,CNY,0
770,508928,CN,CA,francesco.mccormack@msn.com,24/10/2016 10:55 PM,1ab38752bdfa619fbc,jcb,974532,SEK,0
771,714313,AU,AU,yesenia.hovland@aol.com,24/10/2016 11:13 PM,77398e2aafef726d55,maestrouk,909271,GBP,0
772,656244,DE,DE,chantel.albus@aol.com,24/10/2016 11:32 PM,ebfed12ef10fe233f0,amex,438482,SEK,0
773,429926,CA,CA,magaret.franchi@hotmail.com,25/10/2016 12:12 AM,ef1bc8e4c50634d9ae,visa_androidpay,510892,AUD,0
774,701881,NL,DE,trinity.steadman@msn.com,25/10/2016 12:48 AM,fbb7998e8d22ff4c34,visafleetcredit,940686,AUD,0
775,504215,UA,UA,pearl.letts@msn.com,25/10/2016 03:18 AM,302cef24d1c4089fb8,mcpremiumdebit,266251,CAD,0
776,422698,FR,FR,barbara.cullins@aol.com,25/10/2016 04:07 AM,270572d6d6f21bcfa1,amex_samsungpay,721430,SEK,0
777,57925,BE,BE,georgianne.patricia@yahoo.com,25/10/2016 04:08 AM,873cdbe22dff30928c,visapremiumcredit,511286,NOK,0
778,354736,NO,NO,jacki.ulm@yahoo.com,25/10/2016 04:32 AM,4e0a6ea67764471156,visacommercialsuperpremiumcredit,480256,NOK,0
779,392776,FI,FI,annalisa.anger@gmail.com,25/10/2016 04:32 AM,0cc303e14ceaf4c064,visacorporate,360903,AUD,0
780,740357,FI,FI,zoraida.durocher@yahoo.com,25/10/2016 05:03 AM,65ec45ed3cd80cc76e,visacommercialsuperpremiumcredit,870323,GBP,0
781,321052,BE,BE,machelle.eastham@hotmail.com,25/10/2016 05:12 AM,ac8aa55325c3a50948,mccorporatedebit,657814,EUR,0
782,652235,UA,UA,leone.bracero@yahoo.com,25/10/2016 05:35 AM,0f1e06d29436f42b38,"bijcard, mccommercialdebit",879438,GBP,0
783,887360,SE,SE,annalisa.anger@gmail.com,25/10/2016 05:45 AM,0db7b387a3a7b03180,visahipotecario,313920,NOK,0
784,824107,CN,CN,saundra.hershberger@yahoo.com,25/10/2016 07:02 AM,bc7f8729e1a5388dd2,visafleetcredit,345791,SEK,0
785,144216,CN,CN,pearl.letts@hotmail.com,25/10/2016 08:10 AM,2048f8ba4f6089fd4f,visasuperpremiumcredit,237360,GBP,0
786,59655,NO,NO,annabel.stankiewicz@msn.com,25/10/2016 08:34 AM,764ecd32be997f7e85,bcmc_mobile,553514,GBP,0
787,257802,GB,GB,francesco.mccormack@yahoo.com,25/10/2016 08:48 AM,2083eae7d2f3ec154e,maestro,479204,CAD,0
788,631759,CN,CN,lera.moretti@msn.com,25/10/2016 10:20 AM,cd03ef2952962ab819,mc,969442,NOK,0
789,396308,NL,NL,barbara.cullins@aol.com,25/10/2016 10:52 AM,1f8745eb3a07a0a7cc,mcfleetdebit,425156,USD,0
790,977543,FR,DE,daren.burk@aol.com,25/10/2016 10:55 AM,e1cd21b0f729fe30bf,visapremiumcredit,246490,CAD,0
791,361517,FR,FR,leone.bracero@yahoo.com,25/10/2016 11:14 AM,5a0b96ea9a9d0b92e1,"bijcard, mccommercialdebit",907886,EUR,0
792,231501,AU,AU,lieselotte.crichton@gmail.com,25/10/2016 01:00 PM,6441231a495c98c4a7,mccorporate,272814,USD,0
793,319385,US,US,katharyn.cespedes@yahoo.com,25/10/2016 01:00 PM,9472d3eda8a36468b0,visapurchasing,198818,CAD,0
794,910350,NL,NL,kimi.hobby@yahoo.com,25/10/2016 01:54 PM,bff288bf0b78f0e8a1,visapurchasingdebit,413008,GBP,0
795,683520,FR,FR,merlin.starrett@aol.com,25/10/2016 01:58 PM,ca2e1268adc23d1c7a,mc_androidpay,852150,CAD,0
796,800756,NI,NI,johnny.digiovanni@msn.com,25/10/2016 02:01 PM,585cd2a0bf2f74e0e0,visapurchasingcredit,560902,SEK,0
797,173757,NL,NL,demetrice.lorenzo@gmail.com,25/10/2016 04:06 PM,4a94b0fe52a06c6d05,visa_applepay,565086,AUD,0
798,936326,FR,DE,daren.burk@aol.com,25/10/2016 05:11 PM,e1cd21b0f729fe30bf,visapremiumcredit,246490,CNY,0
799,829855,CA,CA,shonda.nordstrom@msn.com,25/10/2016 05:24 PM,b70dc56cebaba01889,visaplatinum,138105,USD,0
800,419675,BE,BE,dorcas.cameron@gmail.com,25/10/2016 06:06 PM,2536181a66f44f9ded,mc_applepay,770017,CAD,0
801,321023,AU,FR,yesenia.hovland@aol.com,25/10/2016 06:41 PM,2ae1b98b8dfd877f39,mcpremiumcredit,262243,NOK,0
802,527143,SE,SE,georgianne.patricia@hotmail.com,25/10/2016 06:56 PM,977820c53435b758f0,bcmc_mobile,139570,CNY,0
803,888332,NO,NO,deirdre.jahns@hotmail.com,25/10/2016 07:14 PM,ddc646d760a7df9350,visastandardcredit,568774,NOK,0
804,452753,GB,GB,hoa.duffer@hotmail.com,25/10/2016 11:16 PM,2f1a9ea90d63e5e86f,visadankort,854962,SEK,0
805,142251,NI,NI,liana.lev@hotmail.com,26/10/2016 12:08 AM,d976f891507b83a7fd,mcpremiumdebit,202289,NOK,0
806,756378,US,US,arla.foronda@yahoo.com,26/10/2016 12:45 AM,6128058179b3729fe6,visahipotecario,803752,AUD,0
